Serial No,movie_id,movie_name,year,genre,overview,director,cast,poster_url,rating,votes
6658,tt0156360,Bharat Milap,1942,"Adventure, Drama, History","Chronicling the upheaval created by Maharani Kekaiyi, on the behest of her maid, Manthra, into coercing her husband, Maharaj Dashrath, to grant her two boons. The first, to let her son, Rajkumar Bharat, be crowned as Ayodhya's Mah...",Vijay Bhatt,"Prem Adib, K.B. Athavale, Umakant Desai",https://m.media-amazon.com/images/M/MV5BN2VmMzI3ZDYtNDEwYi00ODcyLThkNGUtN2U0YTUyNmZmZGM0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,Not Available,15
6659,tt13685100,55 km/sec,2020,"Short, Sci-Fi",Two people find a fragile connection just moments before a meteor hits Earth,Arati Kadav,"Richa Chadha, Mrinal Dutt, Manya Grover",https://m.media-amazon.com/images/M/MV5BNjZjNDJiOTktNTMyNS00NmFlLTkzNWYtYmQyNzc1MmY2MDUzXkEyXkFqcGc@._V1_SX300.jpg,5.8,54
6660,tt0357898,Mehndi,1958,"Drama, Family",Not Available,S.M. Yusuf,"Ajit Khan, Jayashree, Veena",https://m.media-amazon.com/images/M/MV5BZGJlMTY1NmUtOTAwYi00MWU0LTgyNTMtODZiMDEyZDcwNzMzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,5.3,12
6661,tt9390240,Shakeela,2020,"Biography, Drama","A biopic based on the life of adult star Shakeela, who ruled the South Indian film industry for over two decades. The film features Richa Chadha in the lead role.",Indrajit Lankesh,"Pankaj Tripathi, Richa Chadha, Rajeev Pillai",https://m.media-amazon.com/images/M/MV5BNWM4NjhjYmQtMmY3OC00YjQ4LThlYjgtNDI0MmU3YTI2M2RhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,3.3,700
6662,tt0482034,Apmaan Ki Aag,1990,"Action, Comedy, Crime","Living in a Chawl in Dongri, Bombay, Vikrant Narayan Singh dreams of being wealthy, romances Mona, the only child of widower &amp; Retired Colonel Suryadev Singh, and sends money to his village-based widowed mother. While celebrating ...",Sardar Talukdar,"Adil Amaan, Rakesh Bedi, Dasharat",https://m.media-amazon.com/images/M/MV5BMDAzOTc5ZDEtYWY2OC00NTlmLTg5OGMtZmY2N2RjMGRmOTY4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,6.5,41
6663,tt0043997,Sazaa,1951,"Drama, Family","While driving her car, Kamini (Shyama) runs over a young man (Dev Anand), who is seriously injured. She stops and takes him to a hospital, where it takes several weeks for him to recover; she visits him daily while he's unconsciou...",Fali Mistry,"Dev Anand, Nimmi, Shyama",https://m.media-amazon.com/images/M/MV5BYzE5NDUzMjItYTc1ZS00NmE0LThjOWYtMDBlOTU4MjU2MjVjXkEyXkFqcGc@._V1_SX300.jpg,6.1,47
6664,tt0125485,Sazaye Maut,1981,"Crime, Drama","Malika Modi lives a very wealthy lifestyle with her widowed dad in India where they own vast acres of land and businesses. When Mr. Modi suddenly passes away, he leaves all the business's interests with his younger brother conditi...",Vidhu Vinod Chopra,"Naseeruddin Shah, Radha Saluja, Naresh Suri",https://m.media-amazon.com/images/M/MV5BNzg0MjMwMDA5NF5BMl5BanBnXkFtZTcwOTYyNDE0MQ@@._V1_SX300.jpg,7.5,89
6665,tt1620684,Adhura Sapna,2007,Drama,The story is about a hardworking Indian sugarcane farmer whose wife wants them to migrate overseas for greener pastures but at the same time she is cheating on him with another man and their native landlord tries to help them with...,Vimal Reddy,"Tania Nazmeen Dean, Rajnel Prasad, Ratu Rakuita Tawake",Not Available,Not Available,13
6666,tt12573784,Kya Chahiye love or gender,2017,"Short, Drama",The whole plot of this short film is a family drama where the father like his son and hated his daughter and throw his wife and daughter from home and after some years the father got sick and the son left him alone and his daughte...,Parag Ashokbhai Rughani,"Shivpujan Tiwari, Sunny Tiwari",https://m.media-amazon.com/images/M/MV5BZDkyMTEyMjYtYTBhMS00ZTU4LTg3YTktMGYxNTYwOWI0MDM5XkEyXkFqcGdeQXVyMTAyOTEwNjM2._V1_SX300.jpg,8.5,6
6667,tt13362198,Nagin,2021,"Drama, Fantasy","In an epic adventure where knives will be thrown into shoulders after which one stumbles onto a wire connected to a trap covered by leaves and people will be hacked to gore, a princess must win.",Vishal Furia,Shraddha Kapoor,Not Available,Not Available,Not Available
6668,tt12930096,Ritu Goes Online,2020,Short,"The story of Ritu Kaushik, a homemaker from Haryana, who negotiated the patriarchal mind-sets of her environment with single-minded determination, to turn her love of handbags into a thriving business opportunity.",Vrinda Samartha,Ritu Kaushik,https://m.media-amazon.com/images/M/MV5BN2ViOTEzMjQtODc3ZC00NjI4LTk2ODMtNWVlNmNjNGY4MTFiXkEyXkFqcGdeQXVyMTE5NzM2NjIz._V1_SX300.jpg,Not Available,Not Available
6669,tt9828864,The Grey,2020,"Drama, Mystery",A painter who has grown up overseas and lives in a metropolitan city now has returned back to Chhattisgarh to sell off his property after his father's death. Terror is like a slow poison in the air here which is graying life with ...,Tushar Waghela,"Tarush Waghela, Vishay Waghela, Yashwant Anand Gupta",https://m.media-amazon.com/images/M/MV5BYmMxNTM0YTktZjNiYi00NmI2LTkwMjMtMmJlZWIxZmE0ODNjXkEyXkFqcGdeQXVyMTgzODU0MTA@._V1_SX300.jpg,6.3,313
6670,tt9743484,Sapera,2019,Short,In the city Varanasi we follow the boy Ali who has got one of the most dangerous professions in the world. He catches poisonous snakes. A documentary about a boy who every day works with death as a possible outcome to support his ...,Gustav Hugo Olsson,Not Available,https://m.media-amazon.com/images/M/MV5BMGFhM2ZiMGQtZDE2OS00YjNhLThkNDctYzlkMDZmZmY3MjQ3XkEyXkFqcGdeQXVyNDg1NjUxMzU@._V1_SX300.jpg,Not Available,Not Available
6671,tt12618940,Khayali Pulao,2020,Short,"Asha Dhanda is a 17-year-old girl studying in a government school in a small village in Haryana, the state that has produced innumerable sports persons over the years. Asha is a brilliant student, something her conservative Haryan...",Tarun Dudeja,"Prince Bajaj, Ravi Chellaramani, Sunil Chitkara",https://m.media-amazon.com/images/M/MV5BYzVjOTFlYjgtNTJjMC00ZmYyLTliNGYtN2E5YjRjODBkN2FmXkEyXkFqcGdeQXVyMTIwMjM5MTQ3._V1_SX300.jpg,8.2,149
6672,tt0482800,Mr. India,1961,"Comedy, Crime, Drama",A naive unemployed youth is mistaken for a look-alike gangster.,G.P. Sippy,"Geeta Bali, I.S. Johar, Helen",Not Available,7.0,72
6673,tt12467352,Vidhan,2020,Romance,"Vidhan (Writ), a romantic drama, is a take on relationships. A casual conversation on the use of appropriate language sets off a whirlwind romance between Pranay and Akshar (Abhishek). They start meeting regularly and the romance ...",Manoj Rai,"Ranojoy Bishnu, Rohan Verma, Anuj Jain",https://m.media-amazon.com/images/M/MV5BMDFlNmFmMWYtMTEzZi00MjZkLThmNWItNjYyN2M1NDJmMTVlXkEyXkFqcGc@._V1_SX300.jpg,6.2,52
6674,tt13951954,Ishu's Balloon and a Painting that Comes to Life,2017,"Documentary, Short",Not Available,Amit Dutta,Not Available,Not Available,5.1,17
6675,tt11622924,Pashi,2017,"Short, Drama","In short film Pashi we follow a gentle coming-of-age story of Ashish (Chetan Kanwar) who is starting to realize he has feelings towards another man (John Negi). When his mom's handsome friend shows up in the village, out of the bl...",Siddharth Chauhan,"Kamayani Bisht, Chetan Kanwar, John Negi",https://m.media-amazon.com/images/M/MV5BNGJmNjMzMTgtNWU5Yy00MjIxLTgxYzgtOTZjMzhlM2RjNWZjXkEyXkFqcGc@._V1_SX300.jpg,Not Available,50
6676,tt0381528,Razia Sultana,1961,Romance,Not Available,Devendra Goel,"Nirupa Roy, Paidi Jairaj, Nisar Ahmad Ansari",https://m.media-amazon.com/images/M/MV5BZTJkMjZiYzUtYzc4NC00MzFlLTg4ZGEtZDRhMGE0YjE2MjM2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,6.5,23
6677,tt0231463,Dilruba,1950,"Crime, Drama, Mystery",Efforts are underway by the owner of a dancer troupe to ensnare an Engineer in the theft of a necklace.,Dwarka Khosla,"Rehana, Dev Anand, Cuckoo",https://m.media-amazon.com/images/M/MV5BMzc4NGM0ZTQtNTc1Ny00M2M3LTgwZTctOTg4OWJlZTBmNjg1XkEyXkFqcGc@._V1_SX300.jpg,7.1,46
6678,tt12782066,Tallukh,2020,"Crime, Drama, Romance","An Inspector tries to figure out a case of serial kidnapping in neighborhood simultaneously a couple live their happy life, soon to realize everything is connected.",Anurag Jha,"Yash Krishnani, Anurag Jha, Harshita Awale",https://m.media-amazon.com/images/M/MV5BZDc0MjlmNTQtYTA1Mi00MmU4LTkyZTktMTc2YjYzMTFhNGE0XkEyXkFqcGc@._V1_SX300.jpg,5.3,106
6679,tt12293692,Secret Pocketmaar,2021,"Action, Comedy, Drama","Secret Pocketmaar is Crime based movie in hindi language Starcast - Ayush Kumar Upadhyay ,Deepak Verma,mushtak khan Ayush Kumar Upadhyay is as Secret Pocketmaar ( Ayush ) in this movie",Akhilesh Kumar Upadhyay,"Aayush Upadhyay, Manoj Bakshi, Mushtaq Khan",https://m.media-amazon.com/images/M/MV5BOTQ3MTNmZjUtOGMyNC00YmIzLTkwYmMtOTNhMWRlNmQ1NGUzXkEyXkFqcGdeQXVyOTEyNTI2NTA@._V1_SX300.jpg,Not Available,Not Available
6680,tt8479688,Nakkash,2019,Drama,Nakkash is the story of a gifted craftsman who believes in no religious boundaries and his talent becomes a symbol of accord in all the communities.,Zaigham Imam,"Inaamulhaq, Sharib Hashmi, Kumud Mishra",https://m.media-amazon.com/images/M/MV5BNDRiYjE3YjEtODA3My00MThhLWI4NGMtNzMyMjdjMmQyZDE0XkEyXkFqcGc@._V1_SX300.jpg,7.3,56
6681,tt6768582,Everything is Fine,2018,"Short, Drama",A middle aged woman wants to end her 35 year old unfulfilling marriage and seeks the support of her daughter who struggles to accept this decision.,Mansi Jain,"Palomi Ghosh, Seema Pahwa",https://m.media-amazon.com/images/M/MV5BOTU3NWQzNTAtM2VlYy00ZDAxLTk2YmItNTE3NGNjNjJmYjViXkEyXkFqcGc@._V1_SX300.jpg,7.8,39
6682,tt11724304,Anita,2020,Short,"Anita returns to India for her sister's wedding, with news that she has landed an internship opportunity with a real estate firm in the US. What enfolds is a delicate yet forceful struggle with power between Anita, her patriarchal...",Sushma Khadepaun,"Mitra Gadhvi, Deep Sheth, Aditi Vasudev",https://m.media-amazon.com/images/M/MV5BYzIzNWZlNTUtMzYzNS00OTBjLWJiYTQtZjY2ODlhMWRiYTZjXkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_SX300.jpg,Not Available,22
6683,tt0063178,Khilari,1968,"Action, Sci-Fi",Fearless Nadia and her side kicks set out to rescue Bombay from a gang of nefarious drug smugglers and other assorted unsavory characters.,Homi Wadia,"Fearless Nadia, Dilip Raj, Uma",https://m.media-amazon.com/images/M/MV5BZGRkNWVkNWYtYmEwMi00ZjI4LTgwODYtNGFmZDlhNjdmMjU2XkEyXkFqcGdeQXVyNjgyOTU0ODU@._V1_SX300.jpg,6.8,22
6684,tt1906449,"Please Don't Beat Me, Sir!",2011,"Documentary, Crime, History","Indian society calls them 'born criminals.' They call themselves 'born actors.' And they are fighting back - against police brutality, discrimination and history.","P. Kerim Friedman, Shashwati Talukdar",Not Available,Not Available,Not Available,Not Available
6685,tt3242520,Sanyogita - The Bride in Red,2005,Drama,"Sanyogita, a young girl, is married into a family in Jaiselmer, Rajasthan. On the way to her in-laws house her newly wed husband, Ranbir Singh a rather violent man is arrested by the police. Sanyogita now arrives in her new home w...",Sadashivam Rao,"Divya Dutta, Milind Gunaji, Amardeep Jha",https://m.media-amazon.com/images/M/MV5BMTc4MTgzNzMyMl5BMl5BanBnXkFtZTgwOTIzNDE0MDE@._V1_SX300.jpg,Not Available,Not Available
6686,tt2177310,The Night Is Young,2012,"Short, Drama","On a balmy night in the city, three couples - one straight and two queer - brave the odds to grab a few moments with their love.",Pradipta Ray,Not Available,Not Available,Not Available,Not Available
6687,tt8302394,Shehjar,2019,"Adventure, Drama, Mystery",A young Kashmiri Couple with their two teenage sons travel from Kashmir to Mumbai for a brief stay. Slowly the families interaction in the new surroundings put their relations to test leading to unexpected consequences and revelat...,Nikhil Allug,"Ira Dubey, Zahid Mir, Kaliprasad Mukherjee",https://m.media-amazon.com/images/M/MV5BOThhODE4YWItNTRlZS00NmZlLWEzMWItOTE5ZjEyN2NjMGQwXkEyXkFqcGdeQXVyMjU2MDYyMDc@._V1_SX300.jpg,Not Available,8
6688,tt8324486,Copy,2018,"Mystery, Sci-Fi",Sid (Vikrant Massey) who is struggling to find a ground on who he wants to be and what the society wants him to be.,Arindam Sil,"Vikrant Massey, Surveen Chawla, Anupriya Goenka",https://m.media-amazon.com/images/M/MV5BMGEwOWE4YTUtNWRmZC00M2JiLTljOWUtZmNhNjZhZTg1N2M4XkEyXkFqcGc@._V1_SX300.jpg,7.6,470
6689,tt0420765,Marine Drive,1955,"Action, Crime, Drama",Bombay's Marine Drive known as the queen's necklace but is used by some streets smarts as smuggling den which involves Khanna his aide Ajit and his moll Dolly.During one of the smuggling deals the cops arrive and things go haywire...,G.P. Sippy,"Bina Rai, Ajit Khan, K.N. Singh",https://m.media-amazon.com/images/M/MV5BNmM5NjJhMDEtZGVkZi00MWQyLWFlY2YtMTI0MTVhZGYwYTAwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,6.4,24
6690,tt3766798,Wake Up India,2013,Drama,"A girl ( Sai Tamhankar) stages protest against the system, when cops refuse to lodge a complaint against the 75-year-old Chief Minister, who allegedly raped her. The accused minister neither denies, nor reacts to the allegations, ...","Amit Patel, Babloo Seshadri","Elisha Kriis, Govardhan Asrani, Milind Gunaji",https://m.media-amazon.com/images/M/MV5BMzcwMWM0MjAtMGRjZC00NGEzLWFiMmYtYzJlOTMzNWNkYTM5XkEyXkFqcGdeQXVyNDcwMzk1MTQ@._V1_SX300.jpg,6.7,24
6691,tt3977454,Kabhi Yuh Bhi Toh Ho,2014,Family,Not Available,Paritosh Goswami,"Vishwa Bhavsar, Zaraius Contractor, Jyotin Dave",https://m.media-amazon.com/images/M/MV5BZTU0ZTRmNGUtYzI0OC00MDIzLWFlMDgtYzZiZDQyOTVkMTE2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,Not Available,Not Available
6692,tt3854246,Bazaar E Husn,2014,Drama,"Bazaar-e-Husn is a film based on Munshi Premchand's novel Bazaar E Husn. The story revolves around Suman, a courtesan. Brought up by an honest Police Inspector, Suman's life goes through all kinds of turmoil. From being harassed f...","Ajay Mehra, Ahmed Faisal Inam","Om Puri, Jeet Goswami, Reshmi Ghosh",https://m.media-amazon.com/images/M/MV5BNDZmMzFhZDktOGUxZC00OWQ5LTk1ODYtOTM0YThjMThiZDdiXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,5.2,24
6693,tt3100304,Sau Saal Beet Gaye,1970,Romance,"This is the story of a rajput ""Ashok kumar"" marrying a tribal girl ""Helen"". This angers community's members. He is killed soon after the marriage by a Rajput king. The girl dies of shock. Angerd by their death, girl's brother kill...",Ved-Madan,"Ashok Kumar, Helen, Iftekhar",https://m.media-amazon.com/images/M/MV5BODdhNTNjODEtMWVkNi00ZDU4LWEwMjktNmI1NzA5MzA4Mjg4XkEyXkFqcGc@._V1_SX300.jpg,Not Available,Not Available
6694,tt0236210,Dev Anand in Goa (Alias Farar),1955,"Action, Drama, Romance",A group of freedom-fighters face betrayal and go on the run from police in British-occupied Hindustan.,Phani Majumdar,"Dev Anand, Geeta Bali, Manmohan Krishna",https://m.media-amazon.com/images/M/MV5BMDFiMGM3MmItOTUxZi00ZmQ1LThkMzAtNTMzZGU1MGUzZjJmXkEyXkFqcGdeQXVyNDQwOTAzNw@@._V1_SX300.jpg,5.8,22
6695,tt10254090,Baitullah,2019,"Short, Drama","Millions of children are engaged in labor in India, their childhood dreams never realized due to their lack of education. This is the story of just such a child, who waits for someone to notice him.",Jitendra Rai,"Om Kanojiya, Ishtiyak Khan, Vipin Sharma",https://m.media-amazon.com/images/M/MV5BYzY3Yzg0NzEtMTA2Ni00NDQwLWFhZWEtYjNjYTgyMGIyM2I1XkEyXkFqcGdeQXVyMjQzNDc4NDk@._V1_SX300.jpg,Not Available,6
6696,tt11628870,Wig,2019,"Short, Drama","People who can't be molded into the stereotypes that society has set, often find it difficult to make a place for themselves in the same society. Hailing from a small town in India, Artika believes herself to be modern, liberal an...",Atanu Mukherjee,"Uday Atrolia, Pranit Hatte, Abhinav Kashyap",https://m.media-amazon.com/images/M/MV5BNmNlMWJmOGEtOTVjMi00MmM2LTg4OGItNWYyYjQxZDU0MzI0XkEyXkFqcGdeQXVyMzEwNzA1MDY@._V1_SX300.jpg,Not Available,8
6697,tt9337750,In the Month of Love,2019,"Short, Drama, Family","An evening during the onset of the month of spring, while trying to recollect a long lost song, someone gets reminiscence of a love tale that blossomed years back in what now remains as ruins of an old, low-income housing colony. ...",Shashank Walia,"Bhumika Dube, Himalaya Gohel, Dinker Sharma",https://m.media-amazon.com/images/M/MV5BZTRhZWExYWEtOThiYy00NzBjLTk2MmEtYzhmY2IxODRhMmIwXkEyXkFqcGdeQXVyODAyMTE2NDg@._V1_SX300.jpg,7.1,12
6698,tt0311401,Kissaa Kursee Kaa,1978,"Comedy, Drama, Fantasy",The story of an evil politician.,Amrit Nahata,"Shabana Azmi, Raj Babbar, Chaman Bagga",https://m.media-amazon.com/images/M/MV5BZDQyNDVjZmQtZWZhYi00NjY2LWI1ZmEtNDkzYzEyOTE1YjFhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,8.1,150
6699,tt6440626,Mumbai Central,2016,Family,"A journey of a young Innocent Girl ""Gauri"" from remote corner of Himalayas to Mumbai. Her journey of anguish, pain and tormentation. Her Dreams and faith in human relationships Shattered.",Karan Radhakrishna,"Rajshri Deshpande, Chetanya Adib, Jhuma Biswas",https://m.media-amazon.com/images/M/MV5BYmNlNWQ1NWMtZjQxYS00NzFmLTlmNWYtMzA5NTJkYmY3ODc3XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,4.9,32
6700,tt11401900,Astounding Courage in Distress,2020,Family,"It is the story of a girl Ruhana, who doesn't lose hope in adverse conditions; she fights bravely for her right. Her future depends only on her strong determination. Will the double standard hypocrites of society survive her sheer...",Priyanka Singh,"Mansinghms, Indu Prasad, Man Singh",https://m.media-amazon.com/images/M/MV5BMzEwYjcwZTgtMzY3Mi00MjZkLWEwOTUtMjZjMWY4YjNmYzIwXkEyXkFqcGdeQXVyMzUxMzgxMjU@._V1_SX300.jpg,7.1,42
6701,tt0234070,Laagi Nahin Chhute Ram,1963,Not Available,A story of a educated boy who falls in love with a village girl,Kundan Kumar,"Ashim Kumar, Baijul, Garibdas",Not Available,6.3,16
6702,tt9540058,Paarth Saarathi,2019,"Short, Crime, Drama","Bajrang, a taxi driver explores the human psyche during an undesired night shift on the dark, shady and deceitful streets of Delhi-NCR.",Subodh Kumar Patra,"Naman Bhati, Prasanna Bisht, Emma Elendu",https://m.media-amazon.com/images/M/MV5BYjE4NzBmOTQtNjg0ZC00NTAyLTg0OTEtMTFiZmUwNTg0MDdiXkEyXkFqcGdeQXVyNzg2NDczODM@._V1_SX300.jpg,8.4,10
6703,tt0362999,Pyar Ke Kabil,1987,"Drama, Family, Romance","Amar G. Kapoor is an unemployed but talented youth who was born in Lahore, and is the grandson of renowned Lala Kedarnath. He re-locates to Delhi in search of employment as a singer/dancer, meets with Sangeeta, whose mom, Rukmini,...",Anil Ganguly,"Rishi Kapoor, Padmini Kolhapure, Asha Sachdev",https://m.media-amazon.com/images/M/MV5BYjJhMzk0YzQtYjdmOC00Y2I5LTk5NGUtNjkxNzlkOTNmNjY5XkEyXkFqcGc@._V1_SX300.jpg,5.6,62
6704,tt9084978,Moksh To Maya,2019,Thriller,"Moksh to Maya is a sinful journey of the character 'Maya' who is in love with four men at the same time. The movie depicts her life and her choices, some good and some bad. Is she a criminal or a revenge seeker?",Manoj Singh,"Bidita Bag, Ehsan Khan, Neeraj Bharadwaj",https://m.media-amazon.com/images/M/MV5BMmU0YjQzOGUtOTkwNS00MDc0LTk4MzctMTJkMjZkODBhMDU0XkEyXkFqcGc@._V1_SX300.jpg,4.4,57
6705,tt11743900,Cookie,2020,Horror,The film is an exercise in relentless mind numbing horror.,Lalit Marathe,"Amit Ashar, Bhavin Bhanushali, Raghav Dhir",https://m.media-amazon.com/images/M/MV5BMjMzY2JlZTAtZjk1Yi00MTRlLWIxZWYtMmU1NTU2Njk3MzExXkEyXkFqcGdeQXVyMTA5NzIyMDY5._V1_SX300.jpg,4.6,916
6706,tt2958972,Anokha Aspatal,1989,Comedy,"The film is based on the Hindi story with the same name, written by Smt. Saroj Mukherjee. A young boy Gagan visits his grandmother in a village near a dense forest. The grandmother popularly called by villagers, Ammaji, runs a mak...",Mukesh Sharma,"Shammi, Kanwarjeet Paintal, Vijay Banerji",https://m.media-amazon.com/images/M/MV5BYmVjOGM5MGYtYjA3Zi00MWU2LWE3ZmItZjk1MTY3YjQ5MTY3XkEyXkFqcGdeQXVyNjc3NzA3OTY@._V1_SX300.jpg,6.8,16
6707,tt10225098,Ye Kaisa Pal Do Pal Ka Pyar,2016,Drama,The film is a love story about a dalit boy and a high caste girl who fall in love and are forced to elope as the girls father does not approve.,"Narendra Kapsime, Sanjeev Vedwan","Kavita Joshi, Narendra Kapsime, Uttar Kumar",https://m.media-amazon.com/images/M/MV5BOTVkNDI2MDItODAzOC00MzU5LTk2ODItZWI3YWRhNDUxZjc2XkEyXkFqcGdeQXVyNTcwNDU1NTI@._V1_SX300.jpg,Not Available,9
